iscanceled,leadtime,arrivaldateyear,arrivaldatemonth,arrivaldateweeknumber,arrivaldatedayofmonth,staysinweekendnights,staysinweeknights,adults,children,babies,meal,country,marketsegment,distributionchannel,isrepeatedguest,previouscancellations,previousbookingsnotcanceled,reservedroomtype,assignedroomtype,bookingchanges,deposittype,agent,company,daysinwaitinglist,customertype,adr,requiredcarparkingspaces,totalofspecialrequests,reservationstatus,reservationstatusdate,totalstay,res_year,res_month,res_day,res_weekday,pricepernight,adr_log
0,6,2016,January,4,20,0,1,1,0,0,BB       ,PRT,Corporate,Corporate,0,0,0,A               ,D               ,0,No Deposit     ,       NULL,         94,0,Transient,27.0,1,0,Check-Out,2016-01-21,1,2016,1,21,3,27.0,3.332204510175204
0,4,2016,January,5,26,0,2,1,0,0,BB       ,PRT,Corporate,Corporate,0,0,1,A               ,D               ,0,No Deposit     ,       NULL,         94,0,Transient,33.0,1,0,Check-Out,2016-01-28,2,2016,1,28,3,33.0,3.5263605246161616
0,6,2016,April,15,6,0,2,1,0,0,BB       ,PRT,Corporate,Corporate,0,0,2,A               ,D               ,0,No Deposit     ,       NULL,         94,0,Transient,42.0,1,0,Check-Out,2016-04-08,2,2016,4,8,4,42.0,3.7612001156935624
0,7,2016,October,41,3,1,1,2,0,0,BB       ,PRT,Corporate,Corporate,0,0,0,A               ,D               ,0,No Deposit     ,       NULL,         42,0,Transient,50.0,0,0,Check-Out,2016-10-05,2,2016,10,5,2,25.0,3.9318256327243257
0,0,2016,November,46,7,1,1,1,0,0,BB       ,PRT,Direct,Direct,0,0,0,E               ,E               ,0,No Deposit     ,       NULL,       NULL,0,Transient,72.0,1,1,Check-Out,2016-11-09,2,2016,11,9,2,36.0,4.290459441148391
0,12,2015,September,37,9,0,1,1,0,0,BB       ,PRT,Corporate,Corporate,0,0,1,A               ,A               ,0,No Deposit     ,       NULL,         82,0,Transient,134.0,0,0,Check-Out,2015-09-10,1,2015,9,10,3,134.0,4.90527477843843
0,8,2016,February,6,4,0,1,1,0,0,BB       ,PRT,Corporate,Corporate,0,0,2,A               ,D               ,0,No Deposit     ,       NULL,         82,0,Transient,30.0,0,0,Check-Out,2016-02-05,1,2016,2,5,4,30.0,3.4339872044851463
1,27,2016,April,17,20,0,2,1,0,0,BB       ,PRT,Corporate,Corporate,0,0,3,A               ,A               ,0,No Deposit     ,       NULL,         82,0,Transient,42.0,0,0,Canceled,2016-04-20,2,2016,4,20,2,42.0,3.7612001156935624
0,16,2016,May,21,19,0,1,1,0,0,BB       ,PRT,Corporate,Corporate,0,1,3,A               ,A               ,0,No Deposit     ,       NULL,         82,0,Transient,42.0,0,0,Check-Out,2016-05-20,1,2016,5,20,4,42.0,3.7612001156935624
0,20,2016,September,38,12,1,0,1,0,0,BB       ,PRT,Corporate,Corporate,0,1,4,A               ,E               ,0,No Deposit     ,       NULL,         82,0,Transient,126.0,0,0,Check-Out,2016-09-13,1,2016,9,13,1,63.0,4.844187086458591
0,1,2016,November,46,10,0,1,1,0,0,BB       ,PRT,Corporate,Corporate,0,1,5,A               ,G               ,0,No Deposit     ,       NULL,         82,0,Transient,30.0,0,0,Check-Out,2016-11-11,1,2016,11,11,4,30.0,3.4339872044851463
0,3,2017,January,5,29,2,0,2,0,0,BB       ,PRT,Corporate,Corporate,0,1,6,A               ,A               ,4,No Deposit     ,       NULL,         82,0,Transient,5.0,0,0,Check-Out,2017-01-31,2,2017,1,31,1,1.6666666666666667,1.791759469228055
0,19,2017,March,11,13,1,0,1,0,0,BB       ,PRT,Corporate,Corporate,0,1,7,A               ,D               ,0,No Deposit     ,       NULL,         82,0,Transient,35.0,0,0,Check-Out,2017-03-14,1,2017,3,14,1,17.5,3.58351893845611
0,26,2017,April,16,17,1,0,1,0,0,BB       ,PRT,Corporate,Corporate,0,1,8,A               ,A               ,0,No Deposit     ,       NULL,         82,0,Transient,45.0,0,0,Check-Out,2017-04-18,1,2017,4,18,1,22.5,3.828641396489095
0,0,2016,January,4,18,1,0,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,D               ,0,No Deposit     ,       NULL,       NULL,0,Transient,44.0,0,0,Check-Out,2016-01-19,1,2016,1,19,1,22.0,3.8066624897703196
0,0,2017,January,3,16,1,0,2,0,0,BB       ,PRT,Direct,Direct,0,0,1,A               ,F               ,0,No Deposit     ,        250,       NULL,0,Transient,56.0,0,1,Check-Out,2017-01-17,1,2017,1,17,1,28.0,4.04305126783455
0,2,2015,July,30,21,0,2,2,0,0,BB       ,PRT,Direct,Direct,0,0,1,G               ,G               ,0,No Deposit     ,       NULL,       NULL,0,Transient,50.0,1,0,Check-Out,2015-07-23,2,2015,7,23,3,50.0,3.9318256327243257
0,1,2016,January,5,29,0,2,1,0,0,BB       ,PRT,Direct,Direct,0,0,2,G               ,G               ,1,No Deposit     ,       NULL,       NULL,0,Transient,50.0,1,0,Check-Out,2016-01-31,2,2016,1,31,6,50.0,3.9318256327243257
0,1,2016,June,25,17,1,2,1,0,0,BB       ,PRT,Direct,Direct,0,0,3,A               ,A               ,0,No Deposit     ,       NULL,       NULL,0,Transient,50.0,1,1,Check-Out,2016-06-20,3,2016,6,20,0,25.0,3.9318256327243257
0,0,2016,November,47,18,0,2,2,0,0,BB       ,PRT,Direct,Direct,0,0,4,D               ,G               ,0,No Deposit     ,       NULL,       NULL,0,Transient,60.0,1,3,Check-Out,2016-11-20,2,2016,11,20,6,60.0,4.110873864173311
0,8,2017,March,12,24,0,2,1,0,0,BB       ,PRT,Direct,Direct,0,0,5,F               ,H               ,0,No Deposit     ,       NULL,       NULL,0,Transient,50.0,1,3,Check-Out,2017-03-26,2,2017,3,26,6,50.0,3.9318256327243257
0,5,2017,July,30,24,3,5,1,0,0,SC       ,ESP,Direct,Direct,0,0,6,F               ,I               ,3,No Deposit     ,       NULL,       NULL,0,Transient,0.0,1,3,Check-Out,2017-08-01,8,2017,8,1,1,0.0,0.0
0,3,2015,September,40,29,0,1,1,0,0,BB       ,PRT,Direct,Direct,0,0,2,A               ,H               ,0,No Deposit     ,       NULL,       NULL,0,Transient,71.0,1,0,Check-Out,2015-09-30,1,2015,9,30,2,71.0,4.276666119016055
0,2,2016,April,15,6,0,1,2,0,0,BB       ,PRT,Direct,Direct,0,0,3,A               ,D               ,0,No Deposit     ,       NULL,       NULL,0,Transient,56.4,1,0,Check-Out,2016-04-07,1,2016,4,7,3,56.4,4.050044303325521
0,39,2016,July,29,12,0,1,2,0,0,BB       ,PRT,Offline TA/TO,Direct,0,0,4,A               ,C               ,1,No Deposit     ,        126,       NULL,0,Transient,132.0,1,0,Check-Out,2016-07-13,1,2016,7,13,2,132.0,4.890349128221754
0,1,2016,September,39,20,0,1,1,0,0,BB       ,PRT,Online TA,Direct,0,0,5,A               ,A               ,0,No Deposit     ,        314,       NULL,0,Transient,90.8,1,0,Check-Out,2016-09-21,1,2016,9,21,2,90.8,4.519612297626445
1,3,2015,September,40,28,1,0,1,0,0,BB       ,PRT,Corporate,Corporate,0,0,1,A               ,A               ,1,No Deposit     ,       NULL,         81,0,Transient,75.0,0,2,Canceled,2015-09-28,1,2015,9,28,0,37.5,4.330733340286331
0,0,2015,September,40,30,0,2,1,0,0,BB       ,PRT,Corporate,Corporate,0,1,1,A               ,F               ,1,No Deposit     ,       NULL,         81,0,Transient,48.0,1,2,Check-Out,2015-10-02,2,2015,10,2,4,48.0,3.8918202981106265
0,2,2015,November,45,5,0,1,1,0,0,BB       ,PRT,Corporate,Corporate,0,1,2,A               ,E               ,2,No Deposit     ,       NULL,         81,0,Transient,46.0,1,2,Check-Out,2015-11-06,1,2015,11,6,4,46.0,3.8501476017100584
0,1,2016,January,5,26,0,1,1,0,0,BB       ,PRT,Corporate,Corporate,0,1,3,A               ,E               ,1,No Deposit     ,       NULL,         81,0,Transient,45.0,1,2,Check-Out,2016-01-27,1,2016,1,27,2,45.0,3.828641396489095
0,0,2016,March,11,8,0,1,1,0,0,BB       ,PRT,Corporate,Corporate,0,1,4,A               ,E               ,1,No Deposit     ,       NULL,         81,0,Transient,33.0,1,2,Check-Out,2016-03-09,1,2016,3,9,2,33.0,3.5263605246161616
0,0,2016,April,15,5,0,2,1,0,0,BB       ,PRT,Corporate,Corporate,0,1,5,A               ,E               ,1,No Deposit     ,       NULL,         81,0,Transient,45.0,1,2,Check-Out,2016-04-07,2,2016,4,7,3,45.0,3.828641396489095
0,2,2016,June,23,1,0,1,2,0,0,BB       ,PRT,Corporate,Corporate,0,1,6,A               ,C               ,0,No Deposit     ,       NULL,         81,0,Transient,71.0,1,2,Check-Out,2016-06-02,1,2016,6,2,3,71.0,4.276666119016055
0,20,2016,September,40,27,0,1,1,0,0,BB       ,PRT,Corporate,Corporate,0,1,7,A               ,A               ,0,No Deposit     ,       NULL,         81,0,Transient,68.0,1,2,Check-Out,2016-09-28,1,2016,9,28,2,68.0,4.23410650459726
0,2,2016,November,46,9,0,1,1,0,0,BB       ,PRT,Corporate,Corporate,0,1,8,A               ,H               ,0,No Deposit     ,       NULL,         81,0,Transient,33.0,1,2,Check-Out,2016-11-10,1,2016,11,10,3,33.0,3.5263605246161616
0,0,2016,December,51,14,0,1,1,0,0,BB       ,PRT,Corporate,Corporate,0,1,9,A               ,D               ,1,No Deposit     ,       NULL,         81,0,Transient,33.0,1,2,Check-Out,2016-12-15,1,2016,12,15,3,33.0,3.5263605246161616
0,0,2017,February,5,1,0,1,1,0,0,BB       ,PRT,Corporate,Corporate,0,1,10,A               ,E               ,1,No Deposit     ,       NULL,         81,0,Transient,47.0,1,2,Check-Out,2017-02-02,1,2017,2,2,3,47.0,3.871201010907891
0,0,2017,March,11,14,0,1,2,0,0,BB       ,PRT,Corporate,Corporate,0,1,11,A               ,G               ,1,No Deposit     ,       NULL,         81,0,Transient,55.0,1,2,Check-Out,2017-03-15,1,2017,3,15,2,55.0,4.02535169073515
0,5,2017,May,22,30,0,1,1,0,0,BB       ,PRT,Corporate,Corporate,0,1,12,A               ,D               ,1,No Deposit     ,       NULL,         81,0,Transient,45.0,1,2,Check-Out,2017-05-31,1,2017,5,31,2,45.0,3.828641396489095
0,0,2016,February,8,17,0,1,1,0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,       NULL,       NULL,0,Transient,40.0,0,0,Check-Out,2016-02-18,1,2016,2,18,3,40.0,3.713572066704308
0,5,2017,June,25,19,1,1,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,       NULL,       NULL,0,Transient,139.0,1,2,Check-Out,2017-06-21,2,2017,6,21,2,69.5,4.941642422609304
0,0,2017,January,4,23,1,1,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,E               ,E               ,0,No Deposit     ,       NULL,       NULL,0,Transient,60.0,0,0,Check-Out,2017-01-25,2,2017,1,25,2,30.0,4.110873864173311
0,16,2016,September,37,9,2,4,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,F               ,F               ,0,No Deposit     ,        250,       NULL,0,Transient,152.1,0,0,Check-Out,2016-09-15,6,2016,9,15,3,50.699999999999996,5.031091302663638
0,131,2016,July,28,9,3,6,2,1,0,BB       ,PRT,Direct,Direct,0,0,0,C               ,I               ,0,No Deposit     ,       NULL,       NULL,0,Transient,0.0,1,0,Check-Out,2016-07-18,9,2016,7,18,0,0.0,0.0
0,2,2016,March,11,10,0,1,1,0,0,BB       ,PRT,Corporate,Corporate,0,0,1,A               ,A               ,0,No Deposit     ,        146,       NULL,0,Transient,42.0,1,0,Check-Out,2016-03-11,1,2016,3,11,4,42.0,3.7612001156935624
0,7,2017,January,2,12,0,1,1,0,0,BB       ,PRT,Corporate,Corporate,0,0,2,A               ,A               ,0,No Deposit     ,       NULL,        116,0,Transient,38.0,1,0,Check-Out,2017-01-13,1,2017,1,13,4,38.0,3.6635616461296463
0,5,2017,March,13,29,0,1,1,0,0,BB       ,PRT,Corporate,Corporate,0,0,3,A               ,A               ,0,No Deposit     ,       NULL,        116,0,Transient,35.0,1,0,Check-Out,2017-03-30,1,2017,3,30,3,35.0,3.58351893845611
0,3,2017,June,22,1,0,1,1,0,0,BB       ,PRT,Corporate,Corporate,0,0,4,A               ,A               ,0,No Deposit     ,       NULL,        116,0,Transient,75.0,1,0,Check-Out,2017-06-02,1,2017,6,2,4,75.0,4.330733340286331
0,2,2017,April,16,20,0,1,1,0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,D               ,0,No Deposit     ,       NULL,        530,0,Transient,72.0,1,0,Check-Out,2017-04-21,1,2017,4,21,4,72.0,4.290459441148391
0,10,2017,May,20,15,1,1,1,0,0,BB       ,PRT,Corporate,Direct,0,0,1,A               ,D               ,0,No Deposit     ,       NULL,        530,0,Transient,63.5,1,0,Check-Out,2017-05-17,2,2017,5,17,2,31.75,4.1666652238017265
1,8,2017,July,28,11,0,2,1,0,0,BB       ,PRT,Corporate,Direct,0,1,2,A               ,A               ,0,No Deposit     ,       NULL,        530,0,Transient,142.0,0,0,Canceled,2017-07-04,2,2017,7,4,1,142.0,4.962844630259907
0,1,2015,November,45,3,0,2,1,0,0,BB       ,PRT,Corporate,Corporate,0,0,1,A               ,A               ,0,No Deposit     ,       NULL,        103,0,Transient,35.0,0,0,Check-Out,2015-11-05,2,2015,11,5,3,35.0,3.58351893845611
0,0,2016,February,8,16,0,1,1,0,0,BB       ,PRT,Corporate,Corporate,0,0,2,A               ,D               ,1,No Deposit     ,       NULL,        103,0,Transient,30.0,0,0,Check-Out,2016-02-17,1,2016,2,17,2,30.0,3.4339872044851463
0,0,2016,April,18,26,0,2,1,0,0,BB       ,PRT,Corporate,Corporate,0,0,3,A               ,D               ,0,No Deposit     ,       NULL,        103,0,Transient,42.0,0,0,Check-Out,2016-04-28,2,2016,4,28,3,42.0,3.7612001156935624
0,1,2016,July,30,19,0,2,1,0,0,BB       ,PRT,Corporate,Corporate,0,0,4,A               ,A               ,0,No Deposit     ,       NULL,        103,0,Transient,126.0,0,0,Check-Out,2016-07-21,2,2016,7,21,3,126.0,4.844187086458591
0,1,2016,November,46,8,0,2,1,0,0,BB       ,PRT,Corporate,Corporate,0,0,5,A               ,C               ,0,No Deposit     ,       NULL,        103,0,Transient,30.0,0,0,Check-Out,2016-11-10,2,2016,11,10,3,30.0,3.4339872044851463
0,0,2017,February,8,20,1,1,1,0,0,BB       ,PRT,Corporate,Corporate,0,0,6,A               ,D               ,0,No Deposit     ,       NULL,        103,0,Transient,35.0,0,0,Check-Out,2017-02-22,2,2017,2,22,2,17.5,3.58351893845611
0,0,2017,April,17,26,0,2,1,0,0,BB       ,PRT,Corporate,Corporate,0,0,7,A               ,A               ,0,No Deposit     ,       NULL,        103,0,Transient,45.0,0,0,Check-Out,2017-04-28,2,2017,4,28,4,45.0,3.828641396489095
0,6,2017,July,30,26,0,1,1,0,0,BB       ,PRT,Corporate,Corporate,0,0,8,A               ,D               ,0,No Deposit     ,       NULL,        103,0,Transient,135.0,0,0,Check-Out,2017-07-27,1,2017,7,27,3,135.0,4.912654885736052
0,236,2017,June,25,23,4,10,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,        240,       NULL,0,Transient,138.0,1,2,Check-Out,2017-07-07,14,2017,7,7,4,27.6,4.9344739331306915
0,66,2015,September,39,25,4,8,1,0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,3,No Deposit     ,       NULL,       NULL,0,Transient,53.0,1,1,Check-Out,2015-10-07,12,2015,10,7,2,10.6,3.9889840465642745
0,112,2016,September,39,19,5,10,1,0,0,BB       ,PRT,Direct,Direct,0,0,1,A               ,A               ,0,No Deposit     ,       NULL,       NULL,0,Transient,56.0,1,1,Check-Out,2016-10-04,15,2016,10,4,1,9.333333333333334,4.04305126783455
0,134,2017,April,15,13,0,3,2,0,0,HB       ,PRT,Offline TA/TO,TA/TO,0,0,0,D               ,D               ,1,No Deposit     ,          3,       NULL,0,Transient-Party,82.8,0,2,Check-Out,2017-04-16,3,2017,4,16,6,82.8,4.428433007488037
0,151,2015,July,31,31,2,7,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,G               ,F               ,0,No Deposit     ,       NULL,       NULL,0,Transient,171.2,1,0,Check-Out,2015-08-09,9,2015,8,9,6,57.06666666666666,5.14865659199363
0,89,2015,August,35,29,2,2,2,0,0,BB       ,PRT,Direct,Direct,0,0,1,G               ,G               ,1,No Deposit     ,       NULL,       NULL,0,Transient,161.0,1,0,Check-Out,2015-09-02,4,2015,9,2,2,53.666666666666664,5.087596335232384
0,136,2016,July,31,29,2,7,2,0,0,BB       ,PRT,Direct,Direct,0,0,2,E               ,E               ,0,No Deposit     ,       NULL,       NULL,0,Transient,188.0,1,2,Check-Out,2016-08-07,9,2016,8,7,6,62.666666666666664,5.241747015059643
0,172,2016,September,36,3,2,2,2,0,0,BB       ,PRT,Direct,Direct,0,0,3,G               ,G               ,0,No Deposit     ,       NULL,       NULL,0,Transient,179.0,1,1,Check-Out,2016-09-07,4,2016,9,7,2,59.666666666666664,5.19295685089021
0,157,2017,July,30,28,2,7,2,0,0,BB       ,PRT,Direct,Direct,0,0,4,E               ,E               ,0,No Deposit     ,       NULL,       NULL,0,Transient,209.4,1,4,Check-Out,2017-08-06,9,2017,8,6,6,69.8,5.349010480863555
0,2,2016,February,6,6,2,1,2,1,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,C               ,1,No Deposit     ,        240,       NULL,0,Transient,63.0,0,1,Check-Out,2016-02-09,3,2016,2,9,1,21.0,4.1588830833596715
0,6,2016,April,17,20,0,2,1,0,0,BB       ,PRT,Complementary,TA/TO,1,0,1,E               ,E               ,0,No Deposit     ,          5,       NULL,0,Transient,0.0,1,0,Check-Out,2016-04-22,2,2016,4,22,4,0.0,0.0
0,245,2015,September,36,3,4,12,2,0,0,BB       ,GBR,Direct,Direct,0,0,1,E               ,E               ,0,No Deposit     ,       NULL,       NULL,0,Transient,70.0,0,0,Check-Out,2015-09-19,16,2015,9,19,5,14.0,4.2626798770413155
0,11,2016,November,47,15,0,1,1,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        314,       NULL,0,Transient,34.4,0,0,Check-Out,2016-11-16,1,2016,11,16,2,34.4,3.5667118201397288
0,0,2016,February,8,18,0,1,1,0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,       NULL,       NULL,0,Transient,43.0,1,0,Check-Out,2016-02-19,1,2016,2,19,4,43.0,3.784189633918261
0,0,2016,December,51,15,0,1,1,0,0,BB       ,PRT,Online TA,Direct,0,0,1,A               ,A               ,0,No Deposit     ,        240,       NULL,0,Transient,43.0,1,0,Check-Out,2016-12-16,1,2016,12,16,4,43.0,3.784189633918261
0,122,2016,July,28,9,3,6,1,0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,        250,       NULL,0,Transient,133.0,0,3,Check-Out,2016-07-18,9,2016,7,18,0,33.25,4.897839799950911
0,12,2017,July,26,1,1,1,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,        250,       NULL,0,Transient,169.0,1,1,Check-Out,2017-07-03,2,2017,7,3,0,84.5,5.135798437050262
0,7,2015,July,29,14,0,1,1,0,0,BB       ,PRT,Direct,Direct,0,0,1,A               ,A               ,0,No Deposit     ,       NULL,       NULL,0,Transient,4.0,0,1,Check-Out,2015-07-15,1,2015,7,15,2,4.0,1.6094379124341003
0,8,2015,November,48,25,0,1,1,0,0,BB       ,PRT,Direct,Direct,0,0,2,A               ,D               ,0,No Deposit     ,       NULL,        204,0,Transient,35.0,0,1,Check-Out,2015-11-26,1,2015,11,26,3,35.0,3.58351893845611
0,2,2016,November,46,9,0,1,1,0,0,BB       ,PRT,Corporate,Direct,0,0,3,A               ,G               ,0,No Deposit     ,       NULL,       NULL,0,Transient,35.0,0,1,Check-Out,2016-11-10,1,2016,11,10,3,35.0,3.58351893845611
0,1,2017,March,13,28,0,2,1,0,0,BB       ,PRT,Corporate,Corporate,0,0,0,A               ,A               ,0,No Deposit     ,       NULL,        112,0,Transient,35.0,0,0,Check-Out,2017-03-30,2,2017,3,30,3,35.0,3.58351893845611
0,0,2015,October,42,14,0,1,1,0,0,BB       ,PRT,Corporate,Corporate,0,0,1,A               ,D               ,0,No Deposit     ,       NULL,        135,0,Transient,48.0,1,1,Check-Out,2015-10-15,1,2015,10,15,3,48.0,3.8918202981106265
1,1,2015,October,43,20,0,1,1,0,0,BB       ,PRT,Corporate,Corporate,0,0,2,A               ,E               ,0,No Deposit     ,       NULL,        135,0,Transient,48.0,0,1,Canceled,2015-10-20,1,2015,10,20,1,48.0,3.8918202981106265
1,0,2015,October,43,24,0,1,2,0,0,BB       ,PRT,Corporate,Corporate,0,1,2,A               ,A               ,0,No Deposit     ,       NULL,        135,0,Transient,53.0,0,2,No-Show,2015-10-24,1,2015,10,24,5,53.0,3.9889840465642745
0,4,2015,October,44,30,0,2,2,0,0,BB       ,PRT,Corporate,Corporate,0,2,2,A               ,E               ,1,No Deposit     ,       NULL,        135,0,Transient,40.0,1,2,Check-Out,2015-11-01,2,2015,11,1,6,40.0,3.713572066704308
0,0,2015,December,51,15,0,1,1,0,0,BB       ,PRT,Corporate,Corporate,0,2,3,A               ,A               ,0,No Deposit     ,       NULL,        135,0,Transient,35.0,0,2,Check-Out,2015-12-16,1,2015,12,16,2,35.0,3.58351893845611
0,1,2016,January,4,19,0,1,1,0,0,BB       ,PRT,Corporate,Corporate,0,2,4,A               ,E               ,0,No Deposit     ,       NULL,        135,0,Transient,30.0,0,2,Check-Out,2016-01-20,1,2016,1,20,2,30.0,3.4339872044851463
0,0,2016,June,26,20,1,1,1,0,0,BB       ,PRT,Corporate,Corporate,0,2,5,A               ,D               ,0,No Deposit     ,       NULL,        135,0,Transient,63.0,1,2,Check-Out,2016-06-22,2,2016,6,22,2,31.5,4.1588830833596715
0,1,2016,November,46,9,0,1,1,0,0,BB       ,PRT,Corporate,Corporate,0,2,6,A               ,H               ,0,No Deposit     ,       NULL,        135,0,Transient,30.0,1,2,Check-Out,2016-11-10,1,2016,11,10,3,30.0,3.4339872044851463
0,6,2017,January,4,24,0,1,1,0,0,BB       ,PRT,Corporate,Corporate,0,2,7,A               ,E               ,0,No Deposit     ,       NULL,        135,0,Transient,38.5,1,2,Check-Out,2017-01-25,1,2017,1,25,2,38.5,3.676300671907076
0,0,2017,February,7,13,1,2,1,0,0,BB       ,PRT,Corporate,Corporate,0,2,8,A               ,E               ,1,No Deposit     ,       NULL,        135,0,Transient,35.0,1,2,Check-Out,2017-02-16,3,2017,2,16,3,17.5,3.58351893845611
0,0,2017,February,8,21,0,1,1,0,0,BB       ,PRT,Corporate,Corporate,0,2,9,A               ,D               ,0,No Deposit     ,       NULL,        135,0,Transient,35.0,1,2,Check-Out,2017-02-22,1,2017,2,22,2,35.0,3.58351893845611
0,3,2017,March,9,2,0,1,1,0,0,BB       ,PRT,Corporate,Corporate,0,2,10,A               ,G               ,0,No Deposit     ,       NULL,        135,0,Transient,35.0,1,2,Check-Out,2017-03-03,1,2017,3,3,4,35.0,3.58351893845611
0,5,2017,April,17,26,0,1,2,0,0,BB       ,PRT,Corporate,Corporate,0,2,11,A               ,E               ,1,No Deposit     ,       NULL,        135,0,Transient,63.5,1,2,Check-Out,2017-04-27,1,2017,4,27,3,63.5,4.1666652238017265
0,1,2017,May,22,31,0,1,1,0,0,BB       ,PRT,Corporate,Corporate,0,2,12,A               ,E               ,0,No Deposit     ,       NULL,        135,0,Transient,75.0,1,2,Check-Out,2017-06-01,1,2017,6,1,3,75.0,4.330733340286331
0,0,2017,June,24,12,1,0,1,0,0,BB       ,PRT,Corporate,Corporate,0,2,13,A               ,A               ,0,No Deposit     ,       NULL,        135,0,Transient,82.0,1,2,Check-Out,2017-06-13,1,2017,6,13,1,41.0,4.418840607796598
0,0,2016,February,6,2,0,2,1,0,0,BB       ,PRT,Corporate,Corporate,0,0,0,A               ,D               ,0,No Deposit     ,       NULL,          9,0,Transient,30.0,0,0,Check-Out,2016-02-04,2,2016,2,4,3,30.0,3.4339872044851463
0,6,2017,January,4,24,0,2,1,0,0,BB       ,PRT,Corporate,Corporate,0,0,1,A               ,D               ,0,No Deposit     ,       NULL,          9,0,Transient,35.0,0,1,Check-Out,2017-01-26,2,2017,1,26,3,35.0,3.58351893845611
0,0,2016,January,3,14,0,1,1,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,        240,       NULL,0,Transient,40.0,0,1,Check-Out,2016-01-15,1,2016,1,15,4,40.0,3.713572066704308
0,2,2016,June,25,13,2,5,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,E               ,E               ,1,No Deposit     ,       NULL,       NULL,0,Transient,122.86,0,1,Check-Out,2016-06-20,7,2016,6,20,0,40.95333333333333,4.819151895509915
0,0,2017,April,16,21,0,1,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,1,No Deposit     ,       NULL,       NULL,0,Transient,70.0,0,0,Check-Out,2017-04-22,1,2017,4,22,5,70.0,4.2626798770413155
0,69,2015,December,53,30,0,4,2,0,0,BB       ,PRT,Direct,Direct,0,0,1,E               ,E               ,0,No Deposit     ,       NULL,       NULL,0,Transient,136.0,1,2,Check-Out,2016-01-03,4,2016,1,3,6,136.0,4.919980925828125
0,87,2016,April,17,22,2,3,2,0,0,BB       ,PRT,Direct,Direct,0,0,2,E               ,E               ,1,No Deposit     ,        250,       NULL,0,Transient,80.8,1,2,Check-Out,2016-04-27,5,2016,4,27,2,26.933333333333334,4.404277243608702
0,2,2016,February,8,17,0,1,1,0,0,BB       ,PRT,Corporate,Corporate,0,0,0,A               ,E               ,0,No Deposit     ,       NULL,        204,0,Transient,30.0,0,0,Check-Out,2016-02-18,1,2016,2,18,3,30.0,3.4339872044851463
0,0,2017,August,35,29,0,3,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,E               ,E               ,3,No Deposit     ,       NULL,       NULL,0,Transient,184.67,0,0,Check-Out,2017-09-01,3,2017,9,1,4,184.67,5.22397090441938
0,0,2016,April,18,27,0,1,1,0,0,BB       ,PRT,Corporate,Corporate,0,0,0,A               ,C               ,0,No Deposit     ,       NULL,        178,0,Transient,42.0,0,0,Check-Out,2016-04-28,1,2016,4,28,3,42.0,3.7612001156935624
0,0,2016,December,51,14,0,0,1,0,0,BB       ,PRT,Corporate,Corporate,0,0,1,A               ,A               ,0,No Deposit     ,       NULL,        178,0,Transient,0.0,0,0,Check-Out,2016-12-14,0,2016,12,14,2,0.0,0.0
0,7,2017,April,14,5,0,1,1,0,0,BB       ,PRT,Corporate,Corporate,0,0,2,A               ,G               ,0,No Deposit     ,       NULL,        178,0,Transient,48.0,0,0,Check-Out,2017-04-06,1,2017,4,6,3,48.0,3.8918202981106265
0,1,2017,June,25,20,0,2,1,0,0,BB       ,PRT,Corporate,Corporate,0,0,3,A               ,E               ,0,No Deposit     ,       NULL,        178,0,Transient,75.0,0,0,Check-Out,2017-06-22,2,2017,6,22,3,75.0,4.330733340286331
0,1,2015,November,47,18,0,1,1,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,        240,       NULL,0,Transient,36.0,0,1,Check-Out,2015-11-19,1,2015,11,19,3,36.0,3.6109179126442243
0,0,2015,December,51,17,0,1,1,0,0,BB       ,PRT,Online TA,TA/TO,0,0,1,A               ,A               ,0,No Deposit     ,        177,       NULL,0,Transient,25.0,0,1,Check-Out,2015-12-18,1,2015,12,18,4,25.0,3.258096538021482
